54,94,27,88,36,2,20,22,12,63,7,14,26,10,7,68,43,5,55,68,34,84,99,71
81,74,31,94,50,27,30,77,4,49,84,66,22,36,100,30,57,68,87,90,42,99,61,56
11,18,83,21,42,51,4,100,8,68,47,53,81,11,85,17,82,15,47,57,58,52,21,14
91,11,90,68,40,17,77,44,82,5,26,26,44,77,90,99,6,78,30,27,21,73,52,41
12,53,33,39,69,83,90,79,41,52,4,33,34,20,88,35,60,4,90,78,42,46,76,37
40,60,68,89,93,98,14,44,14,11,74,43,85,69,16,8,81,92,83,44,84,9,5,23
67,25,96,67,88,36,32,36,53,43,77,34,44,83,64,74,65,88,3,100,81,51,26,78
41,27,59,76,19,82,43,78,99,5,62,37,12,70,18,48,75,80,28,22,34,57,91,62
4,16,85,13,41,20,1,2,70,54,70,60,73,56,61,65,3,31,63,80,27,22,13,54
79,94,47,28,61,65,67,100,57,4,22,97,11,7,10,93,60,3,70,24,32,27,41,66
63,66,69,11,71,19,39,88,99,61,45,74,59,4,36,15,78,16,30,27,62,11,38,99
61,13,46,86,47,92,42,17,73,69,61,90,73,98,77,8,84,59,2,10,32,71,15,6
32,52,96,94,58,87,52,97,16,53,62,33,20,19,22,32,91,23,9,3,6,59,72,34
63,42,83,3,64,57,90,46,83,80,66,16,77,28,13,11,37,30,6,77,61,20,87,87
76,77,48,97,26,26,42,10,3,35,21,28,46,83,1,49,28,98,61,56,96,24,78,47
5,30,86,78,71,17,78,38,27,75,90,38,77,98,60,58,99,94,100,95,100,27,14,55
99,74,55,55,39,71,13,75,22,61,73,1,92,69,87,45,65,38,96,76,99,15,94,1
56,82,20,12,55,5,27,66,2,64,59,16,74,11,19,67,82,99,68,79,11,94,29,40
87,29,88,92,50,37,95,75,94,76,42,33,67,99,76,68,4,27,18,100,38,8,93,39
8,35,19,18,25,1,15,57,65,41,78,18,52,73,21,42,42,27,5,41,76,50,91,77
91,84,25,98,5,94,63,16,17,77,95,65,40,90,98,20,48,39,65,89,21,84,71,63
45,85,37,18,2,31,54,30,20,49,33,36,14,19,53,55,43,97,74,89,94,70,90,7
99,6,87,48,24,88,60,91,96,47,36,46,11,92,89,40,2,34,87,14,46,77,21,57
23,78,4,72,54,41,78,5,54,11,26,57,71,63,83,87,44,81,20,28,95,89,80,49
84,60,100,70,19,58,19,60,69,12,74,83,33,84,22,86,75,3,97,22,7,88,17,7
6,93,21,16,7,7,81,49,8,57,3,85,70,79,8,83,41,23,57,41,40,43,97,52
43,18,33,55,99,26,18,73,34,7,44,49,24,31,45,97,33,49,88,90,45,95,69,9
43,59,43,80,96,56,10,65,5,9,67,78,36,34,82,5,84,36,94,42,51,97,68,59
82,97,82,16,60,52,27,63,21,59,66,21,61,16,94,14,61,17,17,100,69,52,41,23
78,31,88,13,1,15,86,51,99,48,7,64,28,67,21,63,18,88,79,19,58,8,98,18
1,82,73,94,27,48,45,5,41,91,2,21,83,6,25,77,92,19,80,17,22,34,29,95
2,79,38,69,42,70,80,53,92,10,82,8,43,51,99,84,60,91,13,50,52,8,72,65
34,61,29,92,27,30,3,40,69,74,98,36,20,38,6,42,51,73,77,77,49,59,46,23
95,61,45,89,54,10,22,97,72,28,42,70,74,98,32,99,4,5,57,19,35,37,48,15
89,11,54,47,1,98,35,44,99,7,11,82,98,12,92,77,64,88,59,92,35,35,79,33
89,36,8,88,83,64,44,65,18,45,70,29,45,52,65,50,46,54,73,46,32,82,30,93
33,61,31,92,72,53,82,46,9,48,87,17,38,49,1,95,65,1,84,84,34,14,9,28
87,9,55,40,54,31,81,58,67,57,8,11,19,89,42,41,74,11,95,86,44,12,69,50
42,63,97,62,68,96,75,56,88,80,91,17,14,13,28,81,36,62,100,15,74,28,20,44
93,13,34,69,29,9,15,64,8,57,96,2,86,9,29,27,93,37,81,72,33,16,67,23
83,56,73,30,19,36,38,40,8,58,37,98,99,96,15,29,13,96,69,33,12,13,5,30
52,36,66,38,74,60,66,37,70,38,15,22,66,3,79,96,98,4,21,84,65,65,40,76
93,97,80,92,88,77,6,26,16,49,35,4,61,81,12,99,9,25,35,28,14,32,43,53
20,75,19,7,9,32,80,36,31,92,22,15,75,3,69,67,89,22,33,45,68,71,54,82
64,78,4,12,37,11,93,97,6,32,99,58,95,82,21,87,67,26,85,65,49,84,27,54
72,71,62,69,65,80,33,55,71,3,85,27,66,41,52,64,74,62,46,20,77,73,3,52
45,92,41,3,24,45,6,82,52,75,1,75,7,6,32,43,66,38,46,35,14,82,99,36
42,65,3,9,24,19,3,90,84,30,11,67,60,90,23,67,49,58,71,20,35,80,40,85
44,55,68,52,55,77,47,59,24,31,4,77,83,21,8,3,10,92,65,10,67,67,8,42
25,53,45,46,24,50,84,33,8,7,55,38,13,12,3,78,91,26,48,92,51,60,53,46
29,69,42,63,28,41,95,80,24,89,15,31,33,28,47,9,47,53,28,84,35,82,88,16
31,15,6,21,33,2,51,61,55,9,86,38,74,64,12,13,22,46,18,20,97,61,77,73
98,62,21,74,10,93,46,60,28,92,7,7,57,39,91,89,37,83,66,84,57,85,77,42
45,66,80,12,93,50,66,6,39,52,9,73,3,93,29,80,94,17,11,78,89,66,70,18
89,57,61,50,78,70,48,65,9,63,78,82,94,91,70,75,82,13,9,20,90,62,58,74
40,25,28,32,98,62,48,7,25,14,87,25,58,2,13,40,11,33,49,68,78,69,56,57
50,45,14,77,16,11,100,45,60,61,10,99,42,94,29,19,77,26,78,5,91,3,57,35
15,62,53,43,30,86,64,87,59,92,21,3,88,37,21,76,28,3,32,96,27,84,6,13
76,51,49,99,65,77,90,39,82,88,34,69,20,74,65,18,29,63,87,5,66,93,70,80
67,94,57,64,95,12,94,78,81,62,15,58,92,7,94,78,81,91,86,13,16,44,24,80
39,18,80,12,43,85,82,97,17,13,13,41,75,4,5,22,87,79,21,51,14,54,51,58
74,6,56,25,60,72,32,54,58,62,21,19,78,62,34,9,26,57,10,27,15,62,48,32
53,45,2,22,38,88,2,98,55,53,87,23,91,79,44,25,16,97,37,63,57,61,66,61
29,6,99,33,90,84,51,56,87,89,91,70,34,77,54,33,16,27,68,12,71,96,20,4
53,36,80,21,69,31,96,17,13,95,23,34,54,62,52,96,40,79,23,77,9,69,4,46
95,31,25,73,43,39,73,75,94,77,55,69,52,100,92,58,58,55,65,100,22,10,80,77
34,93,94,35,49,65,15,15,54,8,10,81,54,93,3,54,17,49,85,38,47,89,15,39
81,57,88,98,94,69,14,34,17,56,91,32,50,51,16,13,61,51,63,90,96,13,47,31
31,6,85,16,34,57,35,79,33,15,42,22,36,42,81,24,72,10,33,10,30,2,96,79
78,67,9,85,54,75,90,72,42,92,70,73,29,11,45,1,97,54,45,99,19,52,100,31
60,42,51,73,61,62,71,99,27,87,1,73,3,61,33,83,43,67,40,31,70,20,38,46
31,49,47,41,33,3,57,82,45,89,18,75,22,21,48,40,99,58,84,2,82,100,60,83
25,65,72,41,88,95,81,36,10,82,12,64,65,34,57,27,59,8,14,62,5,61,16,90
62,41,94,50,43,78,13,77,16,53,62,36,66,58,61,56,12,40,90,100,74,70,43,81
74,23,74,80,95,48,20,11,52,48,91,3,28,67,58,98,75,70,40,23,7,57,95,82
48,9,46,71,55,16,21,46,97,82,84,15,17,5,56,11,82,8,9,83,57,52,44,33
42,2,26,90,69,7,30,78,25,85,44,64,64,98,8,56,66,73,16,53,11,55,71,3
23,17,63,69,89,2,29,28,56,39,67,72,13,14,59,25,75,40,37,55,14,33,1,16
27,32,87,100,65,45,96,45,92,96,78,4,40,93,13,78,94,86,54,86,80,82,26,61
49,32,76,8,98,91,74,44,53,41,39,59,84,14,59,91,63,19,50,63,63,64,20,8
98,53,73,14,100,43,83,16,14,1,90,33,96,65,97,44,9,32,73,62,95,60,39,39
72,71,28,77,93,74,50,98,39,94,63,42,12,7,55,80,63,18,13,18,96,40,84,89
82,94,99,72,33,75,56,11,98,31,8,54,66,89,21,5,94,40,40,63,57,4,83,54
84,7,95,71,9,40,78,36,31,6,62,25,97,95,43,15,99,48,42,59,7,78,57,77
95,24,91,22,9,66,92,66,37,39,37,31,4,88,73,96,24,7,99,52,37,62,76,45
81,10,65,29,31,46,86,19,70,95,72,100,39,53,77,46,10,49,11,4,80,99,63,56
99,46,81,84,89,28,33,36,53,1,80,30,93,29,63,11,79,53,61,7,32,77,95,62
69,59,25,74,8,80,22,69,22,61,10,18,90,75,16,95,62,3,43,38,60,52,20,96
2,69,25,76,81,84,22,6,44,14,10,39,82,68,38,98,80,16,52,13,76,33,21,4
42,14,27,7,69,85,88,95,83,74,14,84,37,94,81,10,51,65,34,12,96,36,76,76
83,19,18,50,80,33,14,57,57,62,63,39,44,88,72,45,1,19,28,72,40,4,50,5
50,50,91,39,81,1,89,65,10,50,76,9,25,6,62,61,1,13,62,75,19,55,96,40
91,11,22,9,8,73,45,70,25,2,46,88,78,99,35,16,74,53,44,2,6,56,17,25
57,69,84,44,89,5,64,35,26,50,10,80,90,48,72,29,71,28,22,100,45,67,51,99
49,64,86,31,38,58,56,19,40,33,31,33,62,83,52,57,32,1,2,79,42,86,46,61
27,66,96,98,83,80,79,70,20,82,5,70,70,76,8,18,2,41,17,57,73,76,66,54
27,18,21,82,3,12,65,87,25,75,39,22,86,59,4,37,84,54,47,46,48,10,94,91
62,17,76,35,33,49,72,76,99,81,96,7,68,6,56,91,62,43,74,77,70,99,50,3
16,83,7,93,90,78,46,56,25,97,51,73,42,33,36,3,37,94,9,43,70,57,22,27
18,5,71,76,35,24,15,18,72,78,42,62,53,16,65,46,74,43,92,57,93,70,78,85
60,99,8,22,69,28,96,49,20,14,32,58,97,59,37,19,3,68,59,88,25,10,44,34
72,76,2,18,61,66,66,70,42,19,22,12,38,21,2,99,62,54,4,91,77,86,9,83
77,85,8,80,3,31,53,91,89,28,10,65,3,2,89,11,73,2,68,73,7,23,86,40
69,91,13,61,80,67,13,42,14,68,73,9,93,77,82,89,2,79,49,80,56,3,100,50
38,57,84,64,62,51,92,80,3,30,93,38,61,98,44,82,67,59,3,89,86,43,25,24
50,96,13,54,31,26,34,70,63,70,95,32,90,100,77,89,89,24,79,50,88,98,40,92
21,65,32,19,24,72,92,5,22,34,21,96,41,69,1,76,29,18,70,85,5,39,91,22
4,100,42,87,53,54,65,23,97,92,34,64,34,78,20,69,87,52,15,83,84,92,96,68
9,50,62,79,78,21,20,44,37,71,3,70,18,89,15,78,94,52,45,43,25,74,16,97
31,61,99,3,33,85,65,37,85,17,54,21,62,79,25,37,46,50,23,29,79,49,80,43
79,43,66,6,73,87,54,7,31,58,1,38,35,79,45,77,72,1,87,95,79,37,49,34
85,76,53,32,69,34,37,37,78,78,33,16,16,86,23,54,3,43,75,98,67,86,22,93
24,11,43,21,65,76,19,75,2,99,91,84,69,13,25,25,61,31,70,68,86,13,42,98
6,35,33,24,33,6,85,69,90,70,10,61,31,89,27,87,85,96,51,37,3,37,69,78
18,5,4,25,1,71,73,91,70,68,97,83,6,15,56,83,36,35,66,30,64,32,39,22
61,79,7,39,53,11,100,83,49,26,62,14,67,36,29,95,12,70,63,39,77,78,13,2
62,44,16,64,73,81,16,88,83,16,35,22,2,91,28,16,59,52,86,83,11,24,38,95
49,6,74,96,88,43,90,49,90,66,99,3,57,4,98,86,92,61,68,7,90,81,33,25
52,4,29,72,20,26,77,95,35,15,21,68,21,71,33,70,31,14,26,83,52,76,37,53
82,73,17,25,93,14,19,26,85,97,7,72,30,32,76,37,39,28,92,51,95,23,84,75
52,70,43,22,37,40,6,1,35,69,13,18,39,61,7,99,13,75,18,83,55,59,22,53
13,95,68,82,75,94,86,58,6,38,69,15,22,11,19,52,7,100,75,55,44,32,82,6
28,40,85,62,82,10,40,61,76,39,98,16,77,22,27,53,33,21,47,30,10,90,17,53
50,58,19,6,55,97,34,70,54,89,27,89,92,91,14,82,7,72,1,5,69,14,99,30
25,36,14,9,55,35,69,29,10,75,16,88,14,53,22,16,32,48,36,61,25,72,90,71
5,21,30,53,55,56,42,10,84,1,9,34,40,55,14,12,77,4,41,79,31,92,39,95
70,68,13,45,34,53,10,45,40,22,86,17,17,28,68,99,44,31,1,58,17,88,9,99
57,19,29,59,19,72,35,93,80,17,60,24,36,30,73,63,35,8,85,97,73,25,14,2
15,63,60,22,96,17,82,52,63,80,100,26,94,53,55,59,7,37,75,90,92,56,71,53
95,3,35,56,33,77,26,94,32,70,22,33,5,1,56,22,7,57,81,59,32,32,68,19
82,96,65,29,33,86,96,39,79,44,6,21,91,50,96,25,58,89,23,48,55,47,18,37
86,22,15,19,33,32,100,17,51,24,53,74,41,68,32,39,18,31,43,29,89,57,55,46
77,5,40,12,5,74,5,35,31,67,98,56,25,24,94,66,13,88,26,90,35,72,27,29
65,90,83,43,5,19,84,24,77,16,72,47,66,21,89,46,39,87,7,82,99,66,38,46
90,66,80,20,73,49,23,87,54,59,85,75,27,63,80,5,57,50,76,50,13,20,64,48
38,61,75,52,50,52,79,64,63,35,92,57,24,82,37,52,88,17,98,89,96,85,46,60
85,77,13,14,84,78,96,50,28,8,86,58,41,45,23,17,9,19,49,93,74,37,14,10
32,8,3,50,93,32,36,44,73,96,38,41,70,83,6,50,11,76,91,10,7,47,7,56
77,49,64,40,86,99,35,36,49,35,45,40,43,11,90,34,45,22,88,96,97,92,98,74
94,32,7,13,39,32,85,13,85,95,98,4,45,76,56,19,47,88,70,80,71,33,36,41
68,78,18,19,74,42,37,35,61,48,77,41,93,74,86,67,17,8,48,94,64,22,94,9
21,48,69,70,80,55,56,63,86,58,77,86,53,77,18,22,15,60,30,28,65,32,96,84
13,23,100,90,79,35,35,53,14,1,71,34,33,32,30,25,100,67,2,66,8,19,12,70
61,16,43,58,75,75,69,93,77,69,88,36,65,8,55,82,25,21,9,82,60,80,46,4
76,20,29,74,89,10,78,66,66,33,6,43,24,5,67,41,41,52,29,57,93,53,78,63
80,19,89,80,82,52,26,45,3,15,30,52,48,48,58,19,95,17,95,91,19,51,22,74
99,74,7,30,29,56,85,52,3,90,68,87,63,44,72,95,1,11,79,11,90,74,78,25
